snapshot_date,commissioning_month,size_segment,plant_count,unit_count,power_gw,energy_gwh,median_duration_hours,network_verified_plant_count,period_complete
2026-06-30,2006-06-01,small,6,6,0.00003427,0.00004203,1.055555556,4,true
2026-06-30,2006-08-01,overall,2,2,0.0000094,0.0000161,2.522727273,2,true
2026-06-30,2006-08-01,small,2,2,0.0000094,0.0000161,2.522727273,2,true
2026-06-30,2006-09-01,overall,2,2,0.0000275,0.00002805,1.119565217,2,true
2026-06-30,2006-09-01,small,2,2,0.0000275,0.00002805,1.119565217,2,true
2026-06-30,2006-10-01,overall,1,1,0.0000062,0.0000074,1.193548387,0,true
2026-06-30,2006-10-01,small,1,1,0.0000062,0.0000074,1.193548387,0,true
2026-06-30,2006-11-01,overall,2,2,0.00001341,0.00001336,0.995726496,2,true
2026-06-30,2006-11-01,small,2,2,0.00001341,0.00001336,0.995726496,2,true
2026-06-30,2006-12-01,overall,2,2,0.00001257,0.00001727,1.712121212,2,true
2026-06-30,2006-12-01,small,2,2,0.00001257,0.00001727,1.712121212,2,true
2026-06-30,2007-03-01,overall,1,1,0.00000306,0.0000036,1.176470588,0,true
2026-06-30,2007-03-01,small,1,1,0.00000306,0.0000036,1.176470588,0,true
2026-06-30,2007-04-01,overall,2,2,0.000010695,0.000014721,1.36969697,2,true
2026-06-30,2007-04-01,small,2,2,0.000010695,0.000014721,1.36969697,2,true
2026-06-30,2007-06-01,overall,4,4,0.00002735,0.00002285,1,1,true
2026-06-30,2007-06-01,small,4,4,0.00002735,0.00002285,1,1,true
2026-06-30,2007-07-01,medium,1,1,0.0000042,0.000042,10,1,true
2026-06-30,2007-07-01,overall,6,6,0.00005782,0.0000933,1.000610501,3,true
2026-06-30,2007-07-01,small,5,5,0.00005362,0.0000513,1,2,true
2026-06-30,2007-08-01,overall,2,2,0.00000937,0.0000098,1.055555556,1,true
2026-06-30,2007-08-01,small,2,2,0.00000937,0.0000098,1.055555556,1,true
2026-06-30,2007-09-01,overall,3,3,0.00001965,0.00002285,1.086956522,3,true
2026-06-30,2007-09-01,small,3,3,0.00001965,0.00002285,1.086956522,3,true
2026-06-30,2007-10-01,overall,3,3,0.000015089,0.00001545,1,1,true
2026-06-30,2007-10-01,small,3,3,0.000015089,0.00001545,1,1,true
2026-06-30,2007-11-01,overall,3,3,0.00002608,0.00003122,1.014198783,3,true
2026-06-30,2007-11-01,small,3,3,0.00002608,0.00003122,1.014198783,3,true
2026-06-30,2007-12-01,overall,5,5,0.00007346,0.00007449,1,1,true
2026-06-30,2007-12-01,small,5,5,0.00007346,0.00007449,1,1,true
2026-06-30,2008-01-01,overall,4,4,0.0000241,0.00001688,0.94047619,4,true
2026-06-30,2008-01-01,small,4,4,0.0000241,0.00001688,0.94047619,4,true
2026-06-30,2008-03-01,medium,1,1,0.000725,0.000725,1,1,true
2026-06-30,2008-03-01,overall,4,4,0.00074753,0.00075174,1,3,true
2026-06-30,2008-03-01,small,3,3,0.00002253,0.00002674,1,2,true
2026-06-30,2008-04-01,overall,4,4,0.00002396,0.0000269,1,4,true
2026-06-30,2008-04-01,small,4,4,0.00002396,0.0000269,1,4,true
2026-06-30,2008-05-01,overall,2,2,0.00001458,0.00001548,1.045454545,1,true
2026-06-30,2008-05-01,small,2,2,0.00001458,0.00001548,1.045454545,1,true
2026-06-30,2008-06-01,overall,2,2,0.0000093,0.000011019,1.174248768,0,true
2026-06-30,2008-06-01,small,2,2,0.0000093,0.000011019,1.174248768,0,true
2026-06-30,2008-08-01,overall,4,4,0.00002105,0.00002413,1.005050505,1,true
2026-06-30,2008-08-01,small,4,4,0.00002105,0.00002413,1.005050505,1,true
2026-06-30,2008-09-01,overall,4,4,0.00002096,0.00002264,1.094444444,1,true
2026-06-30,2008-09-01,small,4,4,0.00002096,0.00002264,1.094444444,1,true
2026-06-30,2008-10-01,overall,5,5,0.00005283,0.00005458,1,1,true
2026-06-30,2008-10-01,small,5,5,0.00005283,0.00005458,1,1,true
2026-06-30,2008-11-01,overall,5,5,0.00003246,0.00004336,1,1,true
2026-06-30,2008-11-01,small,5,5,0.00003246,0.00004336,1,1,true
2026-06-30,2008-12-01,medium,2,2,0.00016,0.0000425,0.264583333,2,true
2026-06-30,2008-12-01,overall,8,8,0.00018324,0.00007224,1,7,true
2026-06-30,2008-12-01,small,6,6,0.00002324,0.00002974,1,5,true
2026-06-30,2009-01-01,overall,3,3,0.0000204,0.00002467,1,1,true
2026-06-30,2009-01-01,small,3,3,0.0000204,0.00002467,1,1,true
2026-06-30,2009-03-01,overall,4,4,0.000045745,0.00004618,0.999913867,2,true
2026-06-30,2009-03-01,small,4,4,0.000045745,0.00004618,0.999913867,2,true
2026-06-30,2009-04-01,medium,1,1,0.0000126,0.000056,4.444444444,0,true
2026-06-30,2009-04-01,overall,6,6,0.00003377,0.00009077,1,2,true
2026-06-30,2009-04-01,small,5,5,0.00002117,0.00003477,1,2,true
2026-06-30,2009-05-01,overall,6,6,0.00004549,0.00004135,1,5,true
2026-06-30,2009-05-01,small,6,6,0.00004549,0.00004135,1,5,true
2026-06-30,2009-06-01,overall,1,1,0.0000054,0.0000054,1,1,true
2026-06-30,2009-06-01,small,1,1,0.0000054,0.0000054,1,1,true
2026-06-30,2009-07-01,overall,4,4,0.00003003,0.00003079,1.028571429,3,true
2026-06-30,2009-07-01,small,4,4,0.00003003,0.00003079,1.028571429,3,true
2026-06-30,2009-08-01,overall,5,5,0.00003484,0.00004454,1.136363636,2,true
2026-06-30,2009-08-01,small,5,5,0.00003484,0.00004454,1.136363636,2,true
2026-06-30,2009-09-01,overall,4,4,0.0000207,0.00002651,1.105885167,3,true
2026-06-30,2009-09-01,small,4,4,0.0000207,0.00002651,1.105885167,3,true
2026-06-30,2009-10-01,medium,1,1,0.00003,0.0000315,1.05,0,true
2026-06-30,2009-10-01,overall,6,6,0.000066066,0.00010547,1.387438272,4,true
2026-06-30,2009-10-01,small,5,5,0.000036066,0.00007397,1.584876543,4,true
2026-06-30,2009-11-01,overall,6,6,0.00008851,0.00009323,1,5,true
2026-06-30,2009-11-01,small,6,6,0.00008851,0.00009323,1,5,true
2026-06-30,2009-12-01,medium,1,1,0.000009,0.00006997,7.774444444,0,true
2026-06-30,2009-12-01,overall,16,16,0.00013452,0.00020535,1.090144928,6,true
2026-06-30,2009-12-01,small,15,15,0.00012552,0.00013538,1.086956522,6,true
2026-06-30,2010-01-01,overall,1,1,0.00000636,0.00000636,1,0,true
2026-06-30,2010-01-01,small,1,1,0.00000636,0.00000636,1,0,true
2026-06-30,2010-02-01,overall,5,5,0.0000307,0.00004418,1.051136364,3,true
2026-06-30,2010-02-01,small,5,5,0.0000307,0.00004418,1.051136364,3,true
2026-06-30,2010-03-01,medium,1,1,0.00015,0.00015,1,1,true
2026-06-30,2010-03-01,overall,9,9,0.00024226,0.00024161,1,6,true
2026-06-30,2010-03-01,small,8,8,0.00009226,0.00009161,1,5,true
2026-06-30,2010-04-01,overall,4,4,0.00002643,0.00003235,1,4,true
2026-06-30,2010-04-01,small,4,4,0.00002643,0.00003235,1,4,true
2026-06-30,2010-05-01,overall,10,10,0.00004115,0.00008098,2.636363636,7,true
2026-06-30,2010-05-01,small,10,10,0.00004115,0.00008098,2.636363636,7,true
2026-06-30,2010-06-01,medium,3,3,0.000130696,0.00021914,1.905197378,1,true
2026-06-30,2010-06-01,overall,23,23,0.000267686,0.000407376,1.099796334,13,true
2026-06-30,2010-06-01,small,20,20,0.00013699,0.000188236,1.082857143,12,true
2026-06-30,2010-07-01,overall,2,2,0.00005488,0.00004158,0.734,0,true
2026-06-30,2010-07-01,small,2,2,0.00005488,0.00004158,0.734,0,true
2026-06-30,2010-08-01,medium,1,1,0.000096,0.000134,1.395833333,1,true
2026-06-30,2010-08-01,overall,8,8,0.00014107,0.000172922,1,6,true
2026-06-30,2010-08-01,small,7,7,0.00004507,0.000038922,1,5,true
2026-06-30,2010-09-01,medium,1,1,0.00001629,0.00009,5.524861878,0,true
2026-06-30,2010-09-01,overall,18,18,0.000131325,0.00024259,1.073777589,13,true
2026-06-30,2010-09-01,small,17,17,0.000115035,0.00015259,1.013684211,13,true
2026-06-30,2010-10-01,overall,8,8,0.00003334,0.00004569,1.369565217,6,true
2026-06-30,2010-10-01,small,8,8,0.00003334,0.00004569,1.369565217,6,true
2026-06-30,2010-11-01,overall,9,9,0.0001034,0.00006391,1,3,true
2026-06-30,2010-11-01,small,9,9,0.0001034,0.00006391,1,3,true
2026-06-30,2010-12-01,medium,1,1,0.00006,0.00006072,1.012,0,true
2026-06-30,2010-12-01,overall,13,13,0.00012687,0.00016176,1.012,8,true
2026-06-30,2010-12-01,small,12,12,0.00006687,0.00010104,1.05,8,true
2026-06-30,2011-01-01,overall,2,2,0.000011304,0.00001647,1.477177326,1,true
2026-06-30,2011-01-01,small,2,2,0.000011304,0.00001647,1.477177326,1,true
2026-06-30,2011-02-01,overall,3,3,0.000011,0.0000246,2.4,1,true
2026-06-30,2011-02-01,small,3,3,0.000011,0.0000246,2.4,1,true
2026-06-30,2011-03-01,overall,5,5,0.0000264,0.0000341,1,3,true
2026-06-30,2011-03-01,small,5,5,0.0000264,0.0000341,1,3,true
2026-06-30,2011-04-01,overall,17,17,0.00008443,0.00009131,1.02,8,true
2026-06-30,2011-04-01,small,17,17,0.00008443,0.00009131,1.02,8,true
2026-06-30,2011-05-01,overall,18,18,0.00008936,0.00014668,1.583333333,15,true
2026-06-30,2011-05-01,small,18,18,0.00008936,0.00014668,1.583333333,15,true
2026-06-30,2011-06-01,medium,2,2,0.00003968,0.00010857,2.823141892,2,true
2026-06-30,2011-06-01,overall,33,33,0.000225404,0.00036643,1.818181818,24,true
2026-06-30,2011-06-01,small,31,31,0.000185724,0.00025786,1.772727273,22,true
2026-06-30,2011-07-01,medium,2,2,0.000086425,0.00005946,0.569511298,0,true
2026-06-30,2011-07-01,overall,20,20,0.000195125,0.00019671,1.166666667,15,true
2026-06-30,2011-07-01,small,18,18,0.0001087,0.00013725,1.333333333,15,true
2026-06-30,2011-08-01,medium,1,1,0.000077546,0.00007754,0.999922627,1,true
2026-06-30,2011-08-01,overall,11,11,0.000112111,0.00014203,1.545454545,10,true
2026-06-30,2011-08-01,small,10,10,0.000034565,0.00006449,1.859683794,9,true
2026-06-30,2011-09-01,medium,1,1,0.000018,0.000048,2.666666667,1,true
2026-06-30,2011-09-01,overall,21,21,0.00015779,0.00024492,1.181818182,16,true
2026-06-30,2011-09-01,small,20,20,0.00013979,0.00019692,1.110242424,15,true
2026-06-30,2011-10-01,overall,20,20,0.0001129,0.00017376,1.317610063,15,true
2026-06-30,2011-10-01,small,20,20,0.0001129,0.00017376,1.317610063,15,true
2026-06-30,2011-11-01,medium,2,2,0.0000399,0.0000624,2.136363636,2,true
2026-06-30,2011-11-01,overall,50,50,0.00034216,0.00049836,1.487736464,36,true
2026-06-30,2011-11-01,small,48,48,0.00030226,0.00043596,1.487736464,34,true
